millis,lat,lon,sat,alt,data,hora,altp,p,ax,ay,az,gx,gy,gz
2159,-22.286898,-42.542294,8,861.80,2025/5/15,12:6:9,-0.36,927.76,0.60,-0.01,9.03,-0.01,-0.02,0.02
2359,-22.286898,-42.542292,8,861.80,2025/5/15,12:6:10,-0.24,927.75,0.57,0.06,9.04,-0.01,-0.03,0.03
2559,-22.286898,-42.542292,8,862.00,2025/5/15,12:6:10,-0.36,927.76,0.60,0.03,8.86,-0.01,-0.02,0.02
2759,-22.286898,-42.542292,8,862.00,2025/5/15,12:6:10,-0.47,927.77,0.50,0.02,9.08,-0.01,-0.02,0.02
2959,-22.286898,-42.542292,8,862.00,2025/5/15,12:6:10,-0.28,927.75,0.58,0.06,9.09,-0.01,-0.02,0.02
3159,-22.286898,-42.542292,8,862.00,2025/5/15,12:6:10,-0.26,927.75,0.52,0.06,9.03,-0.01,-0.01,0.03
3359,-22.286899,-42.542292,8,862.00,2025/5/15,12:6:11,-0.22,927.74,0.51,0.03,8.94,-0.01,-0.02,0.02
3559,-22.286899,-42.542292,8,862.30,2025/5/15,12:6:11,-0.25,927.75,0.55,0.06,9.06,-0.01,-0.02,0.02
3759,-22.286899,-42.542292,8,862.30,2025/5/15,12:6:11,-0.23,927.75,0.49,-0.03,9.02,-0.01,-0.02,0.02
3959,-22.286899,-42.542292,8,862.30,2025/5/15,12:6:11,-0.64,927.79,0.57,0.04,9.12,-0.00,-0.02,0.02
4159,-22.286899,-42.542292,8,862.30,2025/5/15,12:6:11,-0.38,927.76,0.57,0.01,9.03,-0.00,-0.02,0.03
4359,-22.286903,-42.542290,8,862.30,2025/5/15,12:6:12,-0.55,927.78,0.47,0.09,9.16,0.00,0.00,0.02
4559,-22.286903,-42.542290,8,862.80,2025/5/15,12:6:12,-0.11,927.73,0.53,0.03,9.04,-0.01,-0.02,0.02
4759,-22.286903,-42.542290,8,862.80,2025/5/15,12:6:12,-0.31,927.75,0.52,0.04,9.03,-0.01,-0.02,0.02
4959,-22.286903,-42.542290,8,862.80,2025/5/15,12:6:12,-0.16,927.74,0.64,0.01,9.00,-0.01,-0.02,0.03
5159,-22.286903,-42.542290,8,862.80,2025/5/15,12:6:12,-0.61,927.74,0.59,0.08,9.01,-0.00,-0.02,0.03
5359,-22.286901,-42.542286,8,862.80,2025/5/15,12:6:13,-0.13,927.73,0.52,0.06,9.14,-0.00,-0.02,0.02
5559,-22.286901,-42.542286,8,862.60,2025/5/15,12:6:13,-0.35,927.76,0.52,0.04,9.00,-0.00,-0.02,0.03
5759,-22.286901,-42.542286,8,862.60,2025/5/15,12:6:13,-0.19,927.74,0.50,0.11,9.00,-0.00,-0.02,0.02
5959,-22.286901,-42.542286,8,862.60,2025/5/15,12:6:13,-0.27,927.75,0.59,0.08,9.07,-0.01,-0.02,0.02
6160,-22.286901,-42.542286,8,862.60,2025/5/15,12:6:13,-0.33,927.76,0.64,0.01,9.09,-0.01,-0.02,0.02
6360,-22.286902,-42.542289,8,862.60,2025/5/15,12:6:14,-0.06,927.73,0.58,-0.03,9.02,-0.00,-0.02,0.02
6560,-22.286902,-42.542289,8,862.80,2025/5/15,12:6:14,-0.44,927.77,0.58,0.04,9.06,-0.00,-0.02,0.03
6760,-22.286902,-42.542289,8,862.80,2025/5/15,12:6:14,-0.29,927.75,0.54,0.02,8.94,-0.00,-0.02,0.02
6960,-22.286902,-42.542289,8,862.80,2025/5/15,12:6:14,-0.11,927.73,0.57,0.09,8.98,-0.00,-0.01,0.02
7160,-22.286902,-42.542289,8,862.80,2025/5/15,12:6:14,-0.32,927.76,0.54,0.06,9.08,-0.00,-0.02,0.02
7360,-22.286901,-42.542288,8,862.80,2025/5/15,12:6:15,-0.09,927.73,0.56,0.02,9.00,-0.01,-0.02,0.03
7560,-22.286901,-42.542288,8,863.00,2025/5/15,12:6:15,-0.24,927.75,0.60,0.03,9.17,-0.01,-0.02,0.03
7760,-22.286901,-42.542288,8,863.00,2025/5/15,12:6:15,-0.47,927.77,0.56,0.06,9.06,-0.00,-0.02,0.02
7960,-22.286901,-42.542288,8,863.00,2025/5/15,12:6:15,-0.30,927.75,0.58,0.00,8.98,-0.00,-0.02,0.03
8161,-22.286901,-42.542288,8,863.00,2025/5/15,12:6:15,-0.32,927.76,0.53,-0.01,9.00,-0.01,-0.02,0.02
8361,-22.286897,-42.542285,8,863.00,2025/5/15,12:6:16,-0.20,927.74,0.58,0.03,9.03,-0.01,-0.02,0.02
8561,-22.286897,-42.542285,8,863.00,2025/5/15,12:6:16,-0.37,927.76,0.59,0.05,8.98,-0.01,-0.02,0.02
8761,-22.286897,-42.542285,8,863.00,2025/5/15,12:6:16,-0.14,927.74,0.51,0.04,9.05,-0.00,-0.02,0.02
8961,-22.286897,-42.542285,8,863.00,2025/5/15,12:6:16,-0.05,927.73,0.61,0.02,8.99,-0.01,-0.02,0.03
9161,-22.286897,-42.542285,8,863.00,2025/5/15,12:6:16,-0.24,927.75,0.60,0.08,9.05,-0.00,-0.02,0.02
9361,-22.286898,-42.542284,8,863.00,2025/5/15,12:6:17,-0.17,927.74,0.61,0.05,9.13,-0.01,-0.02,0.02
9561,-22.286898,-42.542284,8,863.20,2025/5/15,12:6:17,0.13,927.71,0.57,0.01,9.02,-0.00,-0.02,0.02
9761,-22.286898,-42.542284,8,863.20,2025/5/15,12:6:17,-0.00,927.72,0.51,0.08,9.06,-0.01,-0.02,0.02
9961,-22.286898,-42.542284,8,863.20,2025/5/15,12:6:17,0.01,927.72,0.58,0.01,8.98,-0.00,-0.02,0.02
10162,-22.286898,-42.542284,8,863.20,2025/5/15,12:6:17,0.06,927.71,0.54,0.04,9.16,-0.00,-0.02,0.02
10362,-22.286899,-42.542287,8,863.20,2025/5/15,12:6:18,-0.15,927.74,0.60,0.05,9.08,-0.00,-0.02,0.03
10562,-22.286899,-42.542287,8,862.80,2025/5/15,12:6:18,-0.12,927.73,0.53,0.06,9.07,-0.01,-0.02,0.02
10762,-22.286899,-42.542287,8,862.80,2025/5/15,12:6:18,-0.12,927.73,0.51,0.04,8.99,-0.00,-0.02,0.03
10962,-22.286899,-42.542287,8,862.80,2025/5/15,12:6:18,0.03,927.72,0.52,0.03,9.00,-0.01,-0.02,0.03
11162,-22.286899,-42.542287,8,862.80,2025/5/15,12:6:18,-0.08,927.73,0.56,0.04,9.10,-0.01,-0.02,0.02
11362,-22.286897,-42.542285,8,862.80,2025/5/15,12:6:19,-0.20,927.74,0.65,0.04,9.11,-0.01,-0.02,0.02
11562,-22.286897,-42.542285,8,862.90,2025/5/15,12:6:19,-0.28,927.75,0.59,0.01,8.88,-0.00,-0.02,0.02
11762,-22.286897,-42.542285,8,862.90,2025/5/15,12:6:19,-0.09,927.73,0.55,-0.01,8.98,-0.00,-0.02,0.02
11962,-22.286897,-42.542285,8,862.90,2025/5/15,12:6:19,-0.09,927.73,0.56,-0.06,9.00,-0.00,-0.02,0.03
12163,-22.286897,-42.542285,8,862.90,2025/5/15,12:6:19,-0.34,927.76,0.61,0.05,9.02,-0.01,-0.02,0.02
12363,-22.286896,-42.542284,8,862.90,2025/5/15,12:6:20,-0.08,927.73,0.62,0.07,9.00,-0.01,-0.02,0.03
12563,-22.286896,-42.542284,8,863.00,2025/5/15,12:6:20,-0.03,927.72,0.54,0.03,9.11,-0.01,-0.02,0.03
12763,-22.286896,-42.542284,8,863.00,2025/5/15,12:6:20,-0.05,927.73,0.57,-0.02,9.01,-0.01,-0.02,0.02
12963,-22.286896,-42.542284,8,863.00,2025/5/15,12:6:20,-0.28,927.75,0.58,0.05,8.99,-0.01,-0.02,0.02
13163,-22.286896,-42.542284,8,863.00,2025/5/15,12:6:20,-0.02,927.72,0.57,-0.00,9.05,-0.01,-0.02,0.02
13363,-22.286894,-42.542283,8,863.00,2025/5/15,12:6:21,-0.00,927.72,0.56,0.04,9.04,-0.01,-0.01,0.03
13563,-22.286894,-42.542283,8,862.70,2025/5/15,12:6:21,0.02,927.72,0.60,0.01,9.03,-0.00,-0.02,0.03
13763,-22.286894,-42.542283,8,862.70,2025/5/15,12:6:21,0.05,927.71,0.59,0.05,9.02,-0.00,-0.02,0.02
13963,-22.286894,-42.542283,8,862.70,2025/5/15,12:6:21,-0.17,927.74,0.53,0.00,9.01,-0.01,-0.01,0.03
14164,-22.286894,-42.542283,8,862.70,2025/5/15,12:6:21,0.01,927.72,0.62,0.00,9.00,-0.01,-0.02,0.03
14364,-22.286893,-42.542280,8,862.70,2025/5/15,12:6:22,-0.14,927.74,0.51,0.04,9.06,-0.00,-0.02,0.03
14564,-22.286893,-42.542280,8,862.70,2025/5/15,12:6:22,0.01,927.72,0.53,-0.00,9.01,-0.01,-0.02,0.02
14764,-22.286893,-42.542280,8,862.70,2025/5/15,12:6:22,-0.11,927.73,0.62,0.11,9.03,-0.01,-0.02,0.03
14964,-22.286893,-42.542280,8,862.70,2025/5/15,12:6:22,-0.14,927.74,0.54,0.02,9.13,-0.01,-0.02,0.02
15164,-22.286893,-42.542280,8,862.70,2025/5/15,12:6:22,-0.02,927.72,0.56,0.03,9.00,-0.00,-0.01,0.02
15364,-22.286892,-42.542278,8,862.70,2025/5/15,12:6:23,-0.10,927.73,0.57,0.00,9.04,-0.01,-0.02,0.03
15564,-22.286892,-42.542278,8,862.90,2025/5/15,12:6:23,-0.22,927.74,0.55,-0.04,9.05,-0.01,-0.02,0.02
15764,-22.286892,-42.542278,8,862.90,2025/5/15,12:6:23,0.18,927.70,0.57,0.00,8.96,-0.01,-0.02,0.02
15964,-22.286892,-42.542278,8,862.90,2025/5/15,12:6:23,-0.20,927.74,0.53,0.03,9.09,-0.01,-0.02,0.03
16165,-22.286892,-42.542278,8,862.90,2025/5/15,12:6:23,-0.08,927.73,0.61,-0.03,9.10,-0.01,-0.02,0.02
16365,-22.286891,-42.542277,8,862.90,2025/5/15,12:6:24,-0.37,927.73,0.58,0.12,8.96,-0.01,-0.01,0.02
16565,-22.286891,-42.542277,8,862.90,2025/5/15,12:6:24,-0.10,927.73,0.56,0.04,8.99,-0.00,-0.02,0.02
16765,-22.286891,-42.542277,8,862.90,2025/5/15,12:6:24,-0.08,927.73,0.54,0.08,9.04,-0.00,-0.02,0.03
16965,-22.286891,-42.542277,8,862.90,2025/5/15,12:6:24,-0.25,927.75,0.61,0.01,8.99,-0.01,-0.02,0.03
17165,-22.286891,-42.542277,8,862.90,2025/5/15,12:6:24,-0.22,927.74,0.57,0.04,9.09,-0.01,-0.02,0.02
17365,-22.286889,-42.542275,8,862.90,2025/5/15,12:6:25,0.07,927.71,0.53,-0.02,9.05,-0.00,-0.02,0.03
17565,-22.286889,-42.542275,8,862.80,2025/5/15,12:6:25,-0.17,927.74,0.53,0.07,8.98,-0.01,-0.02,0.03
17765,-22.286889,-42.542275,8,862.80,2025/5/15,12:6:25,0.01,927.72,0.53,0.04,9.03,-0.00,-0.02,0.02
17965,-22.286889,-42.542275,8,862.80,2025/5/15,12:6:25,-0.10,927.73,0.65,0.06,9.02,-0.01,-0.02,0.03
18166,-22.286889,-42.542275,8,862.80,2025/5/15,12:6:25,-0.10,927.73,0.50,0.03,8.97,-0.01,-0.02,0.03
18366,-22.286887,-42.542274,8,862.80,2025/5/15,12:6:26,0.14,927.70,0.58,0.06,9.03,-0.00,-0.02,0.03
18566,-22.286887,-42.542274,8,863.30,2025/5/15,12:6:26,-0.14,927.74,0.62,0.01,8.93,-0.00,-0.02,0.03
18766,-22.286887,-42.542274,8,863.30,2025/5/15,12:6:26,-0.17,927.74,0.62,0.03,8.98,-0.00,-0.02,0.03
18966,-22.286887,-42.542274,8,863.30,2025/5/15,12:6:26,-0.26,927.75,0.53,0.03,8.99,-0.01,-0.02,0.03
19166,-22.286887,-42.542274,8,863.30,2025/5/15,12:6:26,-0.23,927.75,0.70,-0.00,9.03,-0.00,-0.01,0.02
19366,-22.286886,-42.542273,8,863.30,2025/5/15,12:6:27,-0.11,927.73,0.58,0.07,9.06,-0.00,-0.02,0.03
19566,-22.286886,-42.542273,8,863.70,2025/5/15,12:6:27,-0.29,927.75,0.64,0.01,8.98,-0.01,-0.02,0.02
19766,-22.286886,-42.542273,8,863.70,2025/5/15,12:6:27,-0.17,927.74,0.49,0.05,9.01,-0.00,-0.02,0.02
19966,-22.286886,-42.542273,8,863.70,2025/5/15,12:6:27,0.17,927.70,0.56,-0.00,9.11,-0.01,-0.02,0.03
20167,-22.286886,-42.542273,8,863.70,2025/5/15,12:6:27,0.05,927.71,0.48,0.01,9.05,-0.01,-0.02,0.03
20367,-22.286885,-42.542272,8,863.70,2025/5/15,12:6:28,-0.19,927.74,0.59,0.05,9.04,-0.01,-0.02,0.03
20567,-22.286885,-42.542272,8,863.80,2025/5/15,12:6:28,-0.22,927.74,0.55,0.04,9.01,-0.00,-0.02,0.02
20767,-22.286885,-42.542272,8,863.80,2025/5/15,12:6:28,-0.10,927.73,0.53,0.00,9.03,-0.00,-0.02,0.03
20967,-22.286885,-42.542272,8,863.80,2025/5/15,12:6:28,0.04,927.72,0.51,0.05,9.10,-0.00,-0.02,0.02
21167,-22.286885,-42.542272,8,863.80,2025/5/15,12:6:28,0.04,927.72,0.57,0.03,9.03,-0.01,-0.02,0.03
21367,-22.286885,-42.542270,8,863.80,2025/5/15,12:6:29,-0.25,927.75,0.49,0.03,9.03,-0.00,-0.02,0.02
21567,-22.286885,-42.542270,8,864.70,2025/5/15,12:6:29,-0.04,927.72,0.51,0.05,9.04,-0.01,-0.02,0.02
21767,-22.286885,-42.542270,8,864.70,2025/5/15,12:6:29,0.17,927.70,0.54,0.02,9.18,-0.01,-0.02,0.03
21967,-22.286885,-42.542270,8,864.70,2025/5/15,12:6:29,0.02,927.72,0.54,0.08,9.11,-0.00,-0.02,0.02
22168,-22.286885,-42.542270,8,864.70,2025/5/15,12:6:29,0.13,927.71,0.52,-0.00,9.01,-0.01,-0.02,0.02
22368,-22.286888,-42.542273,8,864.70,2025/5/15,12:6:30,-0.05,927.73,0.52,0.07,9.08,-0.01,-0.02,0.03
22568,-22.286888,-42.542273,8,864.80,2025/5/15,12:6:30,-0.16,927.74,0.52,0.09,8.96,-0.01,-0.02,0.03
22768,-22.286888,-42.542273,8,864.80,2025/5/15,12:6:30,-0.14,927.74,0.54,-0.01,9.05,-0.00,-0.02,0.02
22968,-22.286888,-42.542273,8,864.80,2025/5/15,12:6:30,-0.13,927.73,0.58,0.10,9.01,-0.00,-0.02,0.02
23168,-22.286888,-42.542273,8,864.80,2025/5/15,12:6:30,-0.16,927.74,0.59,0.02,9.01,-0.01,-0.02,0.02
23368,-22.286893,-42.542276,8,864.80,2025/5/15,12:6:31,-0.10,927.73,0.56,0.02,9.03,-0.01,-0.02,0.03
23568,-22.286893,-42.542276,8,866.20,2025/5/15,12:6:31,-0.17,927.74,0.60,0.04,9.00,-0.01,-0.02,0.03
23768,-22.286893,-42.542276,8,866.20,2025/5/15,12:6:31,0.23,927.69,0.62,0.04,9.10,-0.00,-0.02,0.03
23968,-22.286893,-42.542276,8,866.20,2025/5/15,12:6:31,0.01,927.72,0.64,0.06,9.02,-0.00,-0.02,0.02
24169,-22.286893,-42.542276,8,866.20,2025/5/15,12:6:31,-0.19,927.74,0.55,0.02,8.99,-0.01,-0.02,0.03
24369,-22.286895,-42.542278,8,866.20,2025/5/15,12:6:32,-0.07,927.73,0.58,0.07,9.06,-0.01,-0.02,0.03
24569,-22.286895,-42.542278,8,866.50,2025/5/15,12:6:32,0.05,927.71,0.59,-0.02,9.03,-0.01,-0.02,0.03
24769,-22.286895,-42.542278,8,866.50,2025/5/15,12:6:32,0.13,927.71,0.47,0.02,9.04,-0.01,-0.02,0.03
24969,-22.286895,-42.542278,8,866.50,2025/5/15,12:6:32,-0.16,927.72,0.55,0.02,9.07,-0.01,-0.02,0.02
25169,-22.286895,-42.542278,8,866.50,2025/5/15,12:6:32,-0.01,927.72,0.52,0.04,9.02,-0.01,-0.01,0.02
25369,-22.286895,-42.542278,8,866.50,2025/5/15,12:6:33,-0.14,927.74,0.57,0.05,9.05,-0.01,-0.02,0.03
25569,-22.286895,-42.542278,8,867.30,2025/5/15,12:6:33,0.01,927.72,0.59,0.04,8.98,-0.01,-0.02,0.02
25769,-22.286895,-42.542278,8,867.30,2025/5/15,12:6:33,-0.14,927.74,0.54,-0.03,8.98,-0.01,-0.02,0.03
25969,-22.286895,-42.542278,8,867.30,2025/5/15,12:6:33,-0.41,927.77,0.55,0.05,9.06,-0.00,-0.02,0.02
26170,-22.286895,-42.542278,8,867.30,2025/5/15,12:6:33,-0.25,927.75,0.57,-0.01,9.07,-0.01,-0.01,0.02
26370,-22.286898,-42.542280,8,867.30,2025/5/15,12:6:34,-0.10,927.73,0.62,0.04,9.06,-0.01,-0.01,0.03
26570,-22.286898,-42.542280,8,868.50,2025/5/15,12:6:34,-0.04,927.72,0.52,0.11,8.95,-0.01,-0.01,0.03
26770,-22.286898,-42.542280,8,868.50,2025/5/15,12:6:34,-0.20,927.74,0.66,0.01,9.00,-0.01,-0.02,0.02
26970,-22.286898,-42.542280,8,868.50,2025/5/15,12:6:34,-0.15,927.74,0.52,0.01,9.01,-0.00,-0.02,0.02
27170,-22.286898,-42.542280,8,868.50,2025/5/15,12:6:34,-0.23,927.75,0.55,0.03,9.03,-0.01,-0.01,0.03
27370,-22.286897,-42.542279,8,868.50,2025/5/15,12:6:35,-0.04,927.72,0.61,0.07,9.04,-0.01,-0.02,0.02
27570,-22.286897,-42.542279,8,868.80,2025/5/15,12:6:35,-0.20,927.74,0.55,0.03,9.07,-0.01,-0.02,0.03
27770,-22.286897,-42.542279,8,868.80,2025/5/15,12:6:35,-0.04,927.72,0.56,-0.00,8.95,-0.01,-0.02,0.02
27970,-22.286897,-42.542279,8,868.80,2025/5/15,12:6:35,-0.16,927.74,0.57,0.02,8.97,-0.01,-0.02,0.03
28171,-22.286897,-42.542279,8,868.80,2025/5/15,12:6:35,-0.07,927.73,0.61,0.03,9.00,-0.01,-0.02,0.03
28371,-22.286898,-42.542280,8,868.80,2025/5/15,12:6:36,0.04,927.72,0.57,0.01,9.03,-0.01,-0.02,0.03
28571,-22.286898,-42.542280,8,870.10,2025/5/15,12:6:36,-0.04,927.72,0.59,0.00,9.04,-0.01,-0.02,0.03
28771,-22.286898,-42.542280,8,870.10,2025/5/15,12:6:36,-0.10,927.73,0.56,0.09,8.94,-0.00,-0.02,0.03
28971,-22.286898,-42.542280,8,870.10,2025/5/15,12:6:36,-0.27,927.75,0.63,0.02,8.98,-0.00,-0.02,0.02
29171,-22.286898,-42.542280,8,870.10,2025/5/15,12:6:36,-0.28,927.75,0.55,0.01,9.06,-0.01,-0.02,0.02
29371,-22.286898,-42.542279,8,870.10,2025/5/15,12:6:37,-0.21,927.74,0.64,0.03,9.02,-0.01,-0.02,0.02
29571,-22.286898,-42.542279,8,870.70,2025/5/15,12:6:37,-0.04,927.72,0.65,0.06,9.00,-0.01,-0.02,0.03
29771,-22.286898,-42.542279,8,870.70,2025/5/15,12:6:37,-0.15,927.74,0.49,0.02,9.03,-0.01,-0.02,0.02
29971,-22.286898,-42.542279,8,870.70,2025/5/15,12:6:37,-0.12,927.73,0.56,0.04,9.04,-0.01,-0.02,0.03
30172,-22.286898,-42.542279,8,870.70,2025/5/15,12:6:37,-0.10,927.73,0.57,0.00,9.08,-0.01,-0.02,0.03
30372,-22.286900,-42.542280,8,870.70,2025/5/15,12:6:38,-0.43,927.77,0.53,0.03,9.00,-0.00,-0.02,0.02
30572,-22.286900,-42.542280,8,870.90,2025/5/15,12:6:38,-0.32,927.76,0.58,0.07,9.01,-0.00,-0.02,0.03
30772,-22.286900,-42.542280,8,870.90,2025/5/15,12:6:38,-0.32,927.76,0.53,0.04,9.03,-0.01,-0.01,0.02
30972,-22.286900,-42.542280,8,870.90,2025/5/15,12:6:38,-0.52,927.78,0.51,0.01,9.03,-0.01,-0.02,0.03
31172,-22.286900,-42.542280,8,870.90,2025/5/15,12:6:38,-0.23,927.75,0.64,0.03,9.02,-0.01,-0.01,0.02
31372,-22.286899,-42.542279,8,870.90,2025/5/15,12:6:39,0.02,927.72,0.54,0.04,9.09,-0.01,-0.02,0.02
31572,-22.286899,-42.542279,8,872.10,2025/5/15,12:6:39,-0.08,927.73,0.59,0.06,8.97,-0.00,-0.02,0.02
31772,-22.286899,-42.542279,8,872.10,2025/5/15,12:6:39,-0.42,927.77,0.59,0.06,9.07,-0.01,-0.02,0.02
31972,-22.286899,-42.542279,8,872.10,2025/5/15,12:6:39,-0.30,927.75,0.55,0.05,9.11,-0.01,-0.02,0.03
32173,-22.286899,-42.542279,8,872.10,2025/5/15,12:6:39,-0.16,927.74,0.53,0.04,9.02,-0.01,-0.02,0.03
32373,-22.286900,-42.542284,8,872.10,2025/5/15,12:6:40,0.14,927.70,0.51,-0.02,9.05,-0.00,-0.02,0.02
32573,-22.286900,-42.542284,8,872.80,2025/5/15,12:6:40,-0.37,927.76,0.52,0.05,9.00,-0.00,-0.02,0.02
32773,-22.286900,-42.542284,8,872.80,2025/5/15,12:6:40,-0.27,927.75,0.57,0.03,9.02,-0.01,-0.01,0.03
32973,-22.286900,-42.542284,8,872.80,2025/5/15,12:6:40,-0.19,927.74,0.54,0.07,9.08,-0.01,-0.02,0.02
33173,-22.286900,-42.542284,8,872.80,2025/5/15,12:6:40,-0.18,927.74,0.62,0.02,9.12,-0.00,-0.02,0.02
33373,-22.286897,-42.542282,8,872.80,2025/5/15,12:6:41,-0.07,927.73,0.49,0.03,9.11,-0.00,-0.02,0.02
33573,-22.286897,-42.542282,8,873.00,2025/5/15,12:6:41,0.18,927.70,0.53,0.04,9.06,-0.00,-0.02,0.03
33773,-22.286897,-42.542282,8,873.00,2025/5/15,12:6:41,0.01,927.72,0.53,0.00,9.02,-0.01,-0.02,0.03
33973,-22.286897,-42.542282,8,873.00,2025/5/15,12:6:41,-0.09,927.73,0.57,0.02,9.06,-0.00,-0.02,0.02
34174,-22.286897,-42.542282,8,873.00,2025/5/15,12:6:41,-0.15,927.74,0.54,-0.01,9.00,-0.00,-0.01,0.02
34374,-22.286900,-42.542283,8,873.00,2025/5/15,12:6:42,0.06,927.71,0.60,0.06,9.04,-0.01,-0.02,0.02
34574,-22.286900,-42.542283,8,873.80,2025/5/15,12:6:42,-0.24,927.75,0.59,-0.01,8.95,-0.01,-0.02,0.02
34774,-22.286900,-42.542283,8,873.80,2025/5/15,12:6:42,-0.21,927.74,0.63,-0.01,9.06,-0.00,-0.02,0.02
34974,-22.286900,-42.542283,8,873.80,2025/5/15,12:6:42,-0.09,927.73,0.58,-0.02,8.97,-0.00,-0.02,0.03
35174,-22.286900,-42.542283,8,873.80,2025/5/15,12:6:42,-0.18,927.74,0.60,0.08,8.96,-0.00,-0.02,0.03
35374,-22.286896,-42.542280,8,873.80,2025/5/15,12:6:43,-0.36,927.76,0.53,-0.01,9.00,-0.00,-0.02,0.02
35574,-22.286896,-42.542280,8,874.00,2025/5/15,12:6:43,-0.27,927.75,0.59,0.05,9.07,-0.00,-0.02,0.03
35774,-22.286896,-42.542280,8,874.00,2025/5/15,12:6:43,-0.20,927.74,0.59,0.04,8.95,-0.00,-0.02,0.03
35974,-22.286896,-42.542280,8,874.00,2025/5/15,12:6:43,-0.44,927.77,0.58,0.07,9.04,-0.00,-0.02,0.02
36175,-22.286896,-42.542280,8,874.00,2025/5/15,12:6:43,-0.13,927.73,0.59,0.05,9.04,-0.01,-0.02,0.02
36375,-22.286898,-42.542282,8,874.00,2025/5/15,12:6:44,-0.03,927.75,0.55,0.04,9.03,-0.01,-0.02,0.02
36575,-22.286898,-42.542282,8,875.30,2025/5/15,12:6:44,0.06,927.71,0.54,-0.01,9.05,-0.00,-0.02,0.02
36775,-22.286898,-42.542282,8,875.30,2025/5/15,12:6:44,-0.21,927.74,0.51,0.01,9.04,-0.01,-0.02,0.03
36975,-22.286898,-42.542282,8,875.30,2025/5/15,12:6:44,-0.47,927.77,0.62,0.07,8.95,-0.00,-0.02,0.02
37175,-22.286898,-42.542282,8,875.30,2025/5/15,12:6:44,-0.38,927.76,0.59,0.01,9.02,-0.01,-0.02,0.03
